knapPI_4_100_10000_1
n 100
c 10984
z 9984
time 0.00
1,485,1485,0
2,5094,6094,0
3,6326,7326,0
4,4506,5506,0
5,9248,10248,0
6,4416,5416,0
7,5421,6421,0
8,992,1992,0
9,322,1322,0
10,6649,7649,0
11,5795,6795,0
12,9237,10237,0
13,8043,9043,0
14,6457,7457,0
15,2845,3845,0
16,7815,8815,0
17,4955,5955,0
18,9446,10446,0
19,9252,10252,0
20,3422,4422,0
21,1009,2009,0
22,8791,9791,0
23,5901,6901,0
24,9359,10359,0
25,1122,2122,0
26,5667,6667,0
27,1094,2094,0
28,1598,2598,0
29,8738,9738,0
30,2007,3007,0
31,8574,9574,0
32,544,1544,0
33,5715,6715,0
34,5334,6334,0
35,8882,9882,0
36,2766,3766,0
37,1367,2367,0
38,3994,4994,0
39,9984,10984,1
40,9893,10893,0
41,3299,4299,0
42,2633,3633,0
43,9433,10433,0
44,7131,8131,0
45,5682,6682,0
46,5428,6428,0
47,72,1072,0
48,6700,7700,0
49,7874,8874,0
50,617,1617,0
51,138,1138,0
52,5874,6874,0
53,3856,4856,0
54,7720,8720,0
55,7145,8145,0
56,4419,5419,0
57,7995,8995,0
58,9794,10794,0
59,1529,2529,0
60,8196,9196,0
61,6199,7199,0
62,5997,6997,0
63,3277,4277,0
64,3116,4116,0
65,97,1097,0
66,5908,6908,0
67,9719,10719,0
68,5539,6539,0
69,5242,6242,0
70,5707,6707,0
71,6107,7107,0
72,8569,9569,0
73,1122,2122,0
74,5537,6537,0
75,1070,2070,0
76,931,1931,0
77,6098,7098,0
78,5726,6726,0
79,3600,4600,0
80,5487,6487,0
81,6645,7645,0
82,9772,10772,0
83,7267,8267,0
84,7513,8513,0
85,1972,2972,0
86,2081,3081,0
87,9895,10895,0
88,9943,10943,0
89,3213,4213,0
90,8058,9058,0
91,9748,10748,0
92,4303,5303,0
93,9487,10487,0
94,3764,4764,0
95,1923,2923,0
96,6536,7536,0
97,7029,8029,0
98,724,1724,0
99,5674,6674,0
100,3789,4789,0
-----

knapPI_4_100_10000_2
n 100
c 12706
z 10706
time 0.00
1,4204,5204,0
2,7946,8946,0
3,2448,3448,0
4,2819,3819,0
5,8654,9654,0
6,1420,2420,0
7,8863,9863,0
8,8800,9800,0
9,5928,6928,0
10,7406,8406,0
11,5294,6294,0
12,2941,3941,0
13,5801,6801,0
14,4070,5070,0
15,2608,3608,0
16,5560,6560,0
17,769,1769,0
18,6795,7795,0
19,1070,2070,0
20,6583,7583,0
21,5008,6008,0
22,8595,9595,0
23,7183,8183,0
24,5695,6695,0
25,696,1696,0
26,5463,6463,0
27,9616,10616,0
28,2742,3742,0
29,6561,7561,0
30,9171,10171,0
31,8801,9801,0
32,4352,5352,0
33,3481,4481,0
34,8858,9858,0
35,2396,3396,0
36,2182,3182,0
37,997,1997,0
38,8887,9887,0
39,9458,10458,0
40,1606,2606,0
41,1737,2737,0
42,7470,8470,0
43,7844,8844,0
44,9955,10955,0
45,8656,9656,0
46,1552,2552,0
47,6331,7331,1
48,2764,3764,0
49,3465,4465,0
50,2493,3493,0
51,132,1132,0
52,8363,9363,0
53,9070,10070,0
54,9588,10588,0
55,8636,9636,0
56,1220,2220,0
57,7810,8810,0
58,6982,7982,0
59,9171,10171,0
60,5261,6261,0
61,3398,4398,0
62,8793,9793,0
63,6800,7800,0
64,6796,7796,0
65,7240,8240,0
66,872,1872,0
67,9617,10617,0
68,2347,3347,0
69,2744,3744,0
70,5768,6768,0
71,8109,9109,0
72,9785,10785,0
73,3448,4448,0
74,4741,5741,0
75,6553,7553,0
76,2187,3187,0
77,160,1160,0
78,7339,8339,0
79,7059,8059,0
80,5408,6408,0
81,3451,4451,0
82,4320,5320,0
83,9902,10902,0
84,3442,4442,0
85,5730,6730,0
86,1518,2518,0
87,8634,9634,0
88,3127,4127,0
89,9731,10731,0
90,7023,8023,0
91,8047,9047,0
92,4375,5375,1
93,5358,6358,0
94,513,1513,0
95,1526,2526,0
96,5001,6001,0
97,9659,10659,0
98,1593,2593,0
99,7668,8668,0
100,1686,2686,0
-----

knapPI_4_100_10000_3
n 100
c 18215
z 16212
time 0.00
1,4274,5274,0
2,4447,5447,0
3,8571,9571,0
4,7483,8483,0
5,8061,9061,0
6,8425,9425,0
7,8658,9658,0
8,6609,7609,0
9,1535,2535,0
10,4514,5514,0
11,4792,5792,0
