knapPI_2_50_1000_1
n 50
c 995
z 1396
time 0.00
1,482,485,0
2,257,326,0
3,286,248,0
4,517,421,1
5,404,322,0
6,713,795,0
7,45,43,0
8,924,845,0
9,873,955,0
10,160,252,0
11,1,9,0
12,838,901,0
13,40,122,0
14,58,94,0
15,676,738,0
16,627,574,0
17,766,715,0
18,862,882,0
19,405,367,0
20,923,984,0
21,379,299,0
22,461,433,0
23,612,682,0
24,133,72,1
25,813,874,0
26,97,138,0
27,908,856,0
28,165,145,0
29,996,995,0
30,623,529,0
31,220,199,0
32,298,277,0
33,157,97,1
34,723,719,0
35,144,242,0
36,48,107,0
37,129,122,1
38,148,70,1
39,35,98,0
40,644,600,0
41,632,645,0
42,272,267,0
43,1040,972,0
44,977,895,0
45,312,213,1
46,778,748,0
47,567,487,0
48,965,923,0
49,1,29,0
50,616,674,0
-----

knapPI_2_50_1000_2
n 50
c 997
z 1352
time 0.00
1,208,204,0
2,469,448,0
3,698,654,0
4,867,863,0
5,896,928,0
6,330,294,1
7,875,801,0
8,620,608,0
9,731,769,0
10,144,70,1
11,18,8,1
12,230,183,1
13,628,696,0
14,706,616,0
15,591,561,0
16,868,801,0
17,535,481,0
18,324,396,0
19,1060,997,0
20,462,458,0
21,648,737,0
22,867,844,0
23,571,656,0
24,331,331,0
25,447,465,0
26,109,132,0
27,73,70,0
28,573,636,0
29,794,810,0
30,259,171,1
31,431,398,0
32,880,800,0
33,279,240,0
34,601,617,0
35,659,744,0
36,75,109,0
37,493,448,0
38,606,553,0
39,203,160,1
40,93,59,1
41,444,451,0
42,900,902,0
43,816,730,0
44,535,634,0
45,823,731,0
46,75,47,1
47,318,358,0
48,496,526,0
49,629,659,0
50,727,668,0
-----

knapPI_2_50_1000_3
n 50
c 970
z 1348
time 0.00
1,336,274,1
2,631,571,0
3,112,61,1
4,571,658,0
5,539,535,0
6,696,792,0
7,655,560,0
8,314,370,0
9,539,584,0
10,927,889,0
11,1,6,0
12,423,466,0
13,1017,919,0
14,205,139,1
15,305,383,0
16,1,27,0
17,904,896,0
18,989,911,0
19,564,628,0
20,850,933,0
21,168,176,0
22,273,254,0
23,180,279,0
24,529,589,0
25,433,407,0
26,71,127,0
27,888,933,0
28,180,126,1
29,542,624,0
30,493,462,0
31,642,596,0
32,959,970,0
33,351,382,0
34,481,516,0
35,973,895,0
36,702,760,0
37,507,423,0
38,64,35,0
39,170,223,0
40,590,517,0
41,308,258,0
42,928,888,0
43,441,489,0
44,93,20,1
45,932,898,0
46,422,345,1
47,966,876,0
48,824,776,0
49,961,938,0
50,687,663,0
-----

knapPI_2_50_1000_4
n 50
c 976
z 1319
time 0.00
1,414,345,0
2,642,693,0
3,524,467,0
4,172,100,1
5,182,141,0
6,313,291,0
7,586,670,0
8,809,781,0
9,1,46,0
10,62,59,0
11,363,357,0
12,117,100,1
13,404,493,0
14,702,661,0
15,270,206,1
16,199,254,0
17,271,310,0
18,451,425,0
19,219,258,0
20,389,407,0
21,638,614,0
22,327,313,0
23,988,901,0
24,576,496,0
25,419,350,0
26,33,121,0
27,751,795,0
28,588,617,0
29,491,439,0
30,79,104,0
31,853,795,0
32,189,141,0
33,624,525,1
34,409,414,0
35,136,45,1
36,729,762,0
37,670,749,0
38,522,518,0
39,690,637,0
40,1039,976,0
41,321,416,0
42,606,523,0
43,217,247,0
44,852,759,0
45,443,416,0
46,719,644,0
47,365,395,0
48,305,379,0
49,243,216,0
50,597,657,0
-----

knapPI_2_50_1000_5
n 50
c 1361
z 1683
time 0.00
1,492,415,1
2,452,464,0
3,938,874,0
4,876,895,0
5,674,748,0
6,377,437,0
7,366,429,0
8,503,543,0
9,853,861,0
10,845,878,0
11,259,355,0
12,310,383,0
13,642,716,0
14,151,184,0
15,1,28,0
16,88,128,0
17,640,725,0
18,915,940,0
19,874,889,0
20,626,530,1
21,1,53,0
22,683,723,0
23,949,876,0
24,774,754,0
25,852,940,0
26,196,116,1
27,566,658,0
28,843,755,0
29,289,253,0
30,363,395,0
31,1064,993,0
32,620,663,0
33,746,667,0
34,289,313,0
35,450,548,0
36,356,413,0
37,684,724,0
38,628,648,0
39,657,700,0
40,486,434,0
41,185,223,0
42,81,157,0
43,1,6,1
44,58,145,0
45,904,935,0
46,368,294,1
47,963,913,0
48,683,629,0
49,575,495,0
50,557,652,0
-----

knapPI_2_50_1000_6
n 50
c 1370
z 1822
time 0.00
1,419,486,0
2,664,586,0
3,300,280,1
4,427,337,1
5,317,354,0
6,994,936,0
7,498,539,0
8,998,954,0
9,661,675,0
10,628,696,0
11,356,354,0
12,54,17,1
13,1029,938,0
14,1,58,0
15,899,851,0
16,329,355,0
17,208,139,1
18,377,454,0
19,579,519,0
20,1,4,1
21,75,139,0
22,89,134,0
23,556,498,0
24,1,13,1
25,888,883,0
26,208,110,1
27,932,872,0
28,301,246,1
29,37,68,0
30,597,685,0
31,275,192,1
32,850,834,0
33,818,810,0
34,167,211,0
35,764,698,0
36,383,415,0
37,48,50,0
38,136,131,0
39,825,762,0
40,985,893,0
41,47,29,1
42,111,144,0
43,819,764,0
44,465,532,0
45,63,101,0
46,665,593,0
47,362,432,0
48,812,880,0
49,857,773,0
50,668,646,0
-----

knapPI_2_50_1000_7
n 50
c 1765
z 2350
time 0.00
1,497,556,0
2,625,709,0
3,714,687,0
4,181,132,1
5,960,961,0
6,410,434,0
7,328,298,0
8,692,716,0
9,469,490,0
10,612,515,1
11,252,352,0
12,247,300,0
13,418,513,0
14,650,581,0
15,15,25,0
16,620,581,0
17,929,906,0
18,1042,969,0
19,234,150,1
20,553,479,0
21,545,578,0
22,495,544,0
23,165,121,1
24,969,919,0
25,874,825,0
26,170,105,1
27,747,735,0
28,707,736,0
29,785,882,0
30,384,328,1
31,838,742,0
32,281,356,0
33,940,952,0
34,47,110,0
35,279,201,1
36,60,66,0
37,62,25,1
38,594,613,0
39,792,825,0
40,432,351,0
41,263,188,1
42,737,778,0
43,595,523,0
44,224,270,0
45,524,620,0
46,811,891,0
47,362,302,0
48,492,482,0
49,340,404,0
50,578,641,0
-----

knapPI_2_50_1000_8
n 50
c 2030
z 2695
time 0.00
1,575,627,0
2,837,831,0
3,126,93,1
4,531,574,0
5,301,215,1
6,977,933,0
7,108,56,1
8,36,127,0
9,975,952,0
10,395,333,0
11,349,351,0
12,991,934,0
13,805,735,0
14,147,103,1
15,930,848,0
16,861,808,0
17,296,320,0
18,504,483,0
19,738,780,0
20,891,953,0
21,65,16,1
22,901,955,0
23,124,95,1
24,167,178,0
25,508,416,1
26,132,99,1
27,560,597,0
28,316,227,1
29,784,697,0
30,668,618,0
31,848,941,0
32,511,527,0
33,12,95,0
34,623,656,0
35,442,351,1
36,37,68,0
37,426,351,1
38,52,96,0
39,312,239,0
40,730,810,0
41,1075,994,0
42,767,765,0
43,220,281,0
44,581,657,0
45,884,786,0
46,108,190,0
47,761,821,0
48,822,733,0
49,622,682,0
50,538,635,0
-----

knapPI_2_50_1000_9
n 50
c 2152
z 2652
time 0.00
1,653,697,0
2,647,602,0
3,540,500,0
4,285,369,0
5,743,822,0
6,393,431,0
7,240,167,1
8,881,889,0
9,783,767,0
10,178,152,1
11,396,349,1
12,134,217,0
13,1043,958,0
14,596,626,0
15,644,670,0
16,750,682,0
17,665,735,0
18,968,998,0
19,393,411,0
20,480,428,1
21,535,455,1
22,307,365,0
23,733,718,0
24,365,436,0
25,293,358,0
26,94,94,0
27,425,460,0
28,722,717,0
29,532,511,0
30,902,909,0
31,59,139,0
32,143,49,1
33,285,237,1
34,503,555,0
35,404,502,0
36,714,719,0
37,239,326,0
38,158,226,0
39,279,302,0
40,177,268,0
41,738,801,0
42,443,399,0
43,1,40,0
44,1,43,0
45,395,305,1
46,405,488,0
47,359,339,0
48,351,335,0
49,954,961,0
50,649,630,0
-----

knapPI_2_50_1000_10
n 50
c 2745
z 3267
time 0.00
1,429,416,0
2,658,724,0
3,952,906,0
4,836,811,0
5,436,428,0
6,1010,930,0
7,1020,925,0
8,225,300,0
9,641,581,0
10,961,970,0
11,644,700,0
12,878,851,0
13,631,532,1
14,93,148,0
15,408,493,0
16,991,909,0
17,82,149,0
18,430,512,0
19,48,41,0
20,818,902,0
21,804,893,0
22,713,776,0
23,340,340,0
24,412,343,1
25,977,949,0
26,754,736,0
27,238,322,0
28,130,208,0
29,280,326,0
30,538,551,0
31,270,338,0
32,172,220,0
33,407,380,1
34,381,453,0
35,70,4,1
36,691,721,0
37,603,652,0
38,616,709,0
39,447,364,1
40,827,727,1
41,600,607,0
42,473,386,1
43,772,798,0
44,747,782,0
45,504,471,0
46,104,139,0
47,808,858,0
48,681,586,0
49,236,239,0
50,609,624,0
-----

knapPI_2_50_1000_11
n 50
c 2397
z 3253
time 0.00
1,507,486,0
2,870,847,0
3,316,313,0
4,540,606,0
5,79,35,1
6,426,428,0
7,1,36,0
8,120,62,1
9,97,44,1
10,744,789,0
11,741,698,0
12,71,134,0
13,819,755,1
14,592,671,0
15,323,315,0
16,232,135,1
17,652,564,1
18,95,27,1
19,105,24,1
20,407,377,0
21,324,332,0
22,270,186,1
23,301,315,0
24,610,601,0
25,963,891,0
26,716,731,0
27,606,537,0
28,737,698,0
29,78,140,0
30,772,842,0
31,481,536,0
32,452,390,1
33,479,522,0
34,261,352,0
35,233,155,1
36,368,372,0
37,617,627,0
38,124,191,0
39,766,779,0
40,123,185,0
41,816,766,0
42,99,20,1
43,598,557,0
44,154,168,0
45,1015,990,0
46,401,437,0
47,406,376,0
48,808,836,0
49,568,518,0
50,519,619,0
-----

knapPI_2_50_1000_12
n 50
c 3676
z 4300
time 0.00
1,585,557,0
2,680,617,1
3,728,719,0
4,141,48,1
5,722,641,1
6,842,927,0
7,781,794,0
8,766,825,0
9,905,858,0
10,527,607,0
11,637,697,0
12,815,768,0
13,1055,977,0
14,240,193,0
15,87,138,0
16,322,362,0
17,1019,978,0
18,557,541,0
19,559,654,0
20,946,851,0
21,794,770,0
22,676,597,1
23,958,937,0
24,808,860,0
25,748,834,0
26,678,725,0
27,419,399,0
28,145,189,0
29,1027,955,0
30,207,132,1
31,692,735,0
32,833,913,0
33,752,665,1
34,189,250,0
35,748,657,1
36,345,374,0
37,981,953,0
38,582,674,0
39,783,841,0
40,572,644,0
41,477,572,0
42,576,655,0
43,374,315,1
44,561,555,0
45,124,156,0
46,698,736,0
47,157,247,0
48,339,439,0
49,850,796,0
50,630,613,0
-----

knapPI_2_50_1000_13
n 50
c 3194
z 3797
time 0.00
1,713,627,0
2,691,740,0
3,142,126,1
4,845,843,0
5,214,248,0
6,409,425,0
7,561,553,0
8,309,235,1
9,763,673,1
10,511,426,1
11,734,695,0
12,8,51,0
13,645,552,1
14,739,716,0
15,1002,960,0
16,211,236,0
